,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],
,3840,  51 ,  9 ,  0.0024 ,  1.8480 ,  0.0096 ,  770 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3841,  21 ,  3 ,  0.0024 ,  1.6800 ,  0.0096 ,  700 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3842,  129 ,  34 ,  0.0010 ,  0.2000 ,  0.0120 ,  200 ,  12 ,#N/A,#N/A,#N/A,#N/A,
,3843,  78 ,  12 ,  0.0010 ,  0.2000 ,  0.0120 ,  200 ,  12 ,#N/A,#N/A,#N/A,#N/A,
,3844,  57 ,  16 ,  0.0012 ,  0.2400 ,  0.0120 ,  200 ,  10 ,#N/A,#N/A,#N/A,#N/A,
,3845,  26 ,  5 ,  0.0012 ,  0.2411 ,  0.0121 ,  200 ,  10 ,#N/A,#N/A,#N/A,#N/A,
,3846,  51 ,  16 ,  0.0018 ,  0.3600 ,  0.0144 ,  200 ,  8 ,#N/A,#N/A,#N/A,#N/A,
,3847,  14 ,  3 ,  0.0012 ,  0.1200 ,  0.0120 ,  100 ,  10 ,#N/A,#N/A,#N/A,#N/A,
,3848,  45 ,  12 ,  0.0008 ,  0.0800 ,  0.0096 ,  100 ,  12 ,#N/A,#N/A,#N/A,#N/A,
,3849,  25 ,#N/A,#N/A,#N/A,#N/A,  100 ,  12 ,#N/A,#N/A,#N/A,#N/A,
,3850,  25 ,  5 ,  0.0024 ,  0.6000 ,  0.0096 ,  250 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3851,  4 ,#N/A,#N/A,#N/A,#N/A,#N/A,  4 ,  5.00 ,#N/A,#N/A,#N/A,
,3852,  28 ,  5 ,  0.0012 ,  0.1200 ,  0.0120 ,  100 ,  10 ,#N/A,#N/A,#N/A,#N/A,
,3853,  69 ,  13 ,  0.0024 ,  1.0945 ,  0.0095 ,  460 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3854,  182 ,  29 ,  0.0024 ,  0.9360 ,  0.0096 ,  390 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3855,  28 ,  6 ,  0.0028 ,  0.6908 ,  0.0111 ,  250 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3856,  64 ,  16 ,  0.0028 ,  0.6079 ,  0.0111 ,  220 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3857,  23 ,  4 ,  0.0024 ,  0.4800 ,  0.0096 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3858,  15 ,  3 ,  0.0024 ,  0.3360 ,  0.0096 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3859,  32 ,  5 ,  0.0028 ,  0.8289 ,  0.0111 ,  300 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3860,  294 ,  44 ,  0.0028 ,  0.7460 ,  0.0111 ,  270 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3861,  124 ,  19 ,  0.0024 ,  0.5472 ,  0.0095 ,  230 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3862,  134 ,  28 ,  0.0028 ,  0.5525 ,  0.0111 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3863,  23 ,  6 ,  0.0028 ,  0.4697 ,  0.0111 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3864,  78 ,  21 ,  0.0028 ,  0.4145 ,  0.0111 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3865,  21 ,  5 ,  0.0024 ,  0.3360 ,  0.0096 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3866,  78 ,  15 ,  0.0024 ,  0.3093 ,  0.0095 ,  130 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3867,  82 ,  19 ,  0.0028 ,  0.3039 ,  0.0111 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3868,  13 ,  4 ,  0.0028 ,  0.2763 ,  0.0111 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3869,  73 ,  7 ,  0.0024 ,  0.2400 ,  0.0096 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3870,  6 ,  2 ,  0.0024 ,  0.5235 ,  0.0095 ,  220 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3871,  6 ,  2 ,  0.0024 ,  0.4800 ,  0.0096 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3872,  29 ,  6 ,  0.0024 ,  0.3840 ,  0.0096 ,  160 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3873,  50 ,  9 ,  0.0024 ,  0.3360 ,  0.0096 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3874,  20 ,  3 ,  0.0024 ,  0.2880 ,  0.0096 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3875,  38 ,  7 ,  0.0024 ,  0.2640 ,  0.0096 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3876,  8 ,  3 ,  0.0006 ,  0.0600 ,  0.0024 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3877,  7 ,  2 ,  0.0006 ,  0.0510 ,  0.0024 ,  85 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3878,  25 ,  4 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3879,  8 ,  2 ,  0.0024 ,  0.1666 ,  0.0095 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3880,  20 ,  4 ,  0.0024 ,  0.1680 ,  0.0096 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3881,  12 ,  4 ,  0.0006 ,  0.0270 ,  0.0024 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3882,  10 ,  2 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3883,  15 ,  3 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3884,  9 ,#N/A,  0.0020 ,  0.0588 ,  0.0078 ,  30 ,  4 ,  4.75 ,  70.00 ,  110.00 ,  255.00 ,
,3885,  7 ,  2 ,  0.0024 ,  0.3360 ,  0.0096 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3886,  3 ,#N/A,  0.0020 ,  0.1960 ,  0.0078 ,  100 ,  4 ,  3.50 ,  70.00 ,  110.00 ,  255.00 ,
,3887,  63 ,  17 ,  0.0028 ,  0.3316 ,  0.0111 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3888,  136 ,  17 ,  0.0024 ,  0.2640 ,  0.0096 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3889,  105 ,  26 ,  0.0024 ,  0.2400 ,  0.0096 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3890,  29 ,  8 ,  0.0028 ,  0.2349 ,  0.0111 ,  85 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3891,  183 ,  29 ,  0.0024 ,  0.1785 ,  0.0095 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3892,  16 ,  2 ,  0.0024 ,  0.1680 ,  0.0096 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3893,  53 ,  12 ,  0.0024 ,  0.1560 ,  0.0096 ,  65 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3894,  7 ,  3 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3895,  50 ,  11 ,  0.0024 ,  0.1320 ,  0.0096 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3896,  6 ,#N/A,  0.0020 ,  0.0980 ,  0.0078 ,  50 ,  4 ,  4.63 ,  70.00 ,  110.00 ,  255.00 ,
,3897,  20 ,  4 ,  0.0028 ,  0.1381 ,  0.0111 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3898,  28 ,  7 ,  0.0024 ,  0.1080 ,  0.0096 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3899,  14 ,  5 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3900,  26 ,  7 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3901,  18 ,  3 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3902,  15 ,  3 ,  0.0024 ,  0.0720 ,  0.0096 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3903,  14 ,#N/A,  0.0020 ,  0.0490 ,  0.0078 ,  25 ,  4 ,  4.75 ,  70.00 ,  110.00 ,  255.00 ,
,3904,  22 ,  3 ,  0.0029 ,  0.1755 ,  0.0117 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3905,  2 ,  1 ,  0.0029 ,  0.1450 ,  0.0116 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3906,  34 ,  5 ,  0.0029 ,  0.1316 ,  0.0117 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3907,  4 ,  2 ,  0.0029 ,  0.1160 ,  0.0116 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3908,  24 ,  6 ,  0.0029 ,  0.1015 ,  0.0116 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3909,  17 ,  3 ,  0.0029 ,  0.0870 ,  0.0116 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3910,  10 ,  3 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3911,  12 ,  3 ,  0.0029 ,  0.0725 ,  0.0116 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3912,  8 ,  2 ,  0.0029 ,  0.0580 ,  0.0116 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3913,  132 ,  19 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3914,  91 ,  19 ,  0.0028 ,  0.1382 ,  0.0111 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3915,  165 ,  39 ,  0.0024 ,  0.1200 ,  0.0096 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3916,  95 ,  9 ,  0.0024 ,  0.1080 ,  0.0096 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3917,  156 ,  31 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3918,  28 ,  7 ,  0.0028 ,  0.1120 ,  0.0112 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3919,  117 ,  31 ,  0.0028 ,  0.0967 ,  0.0111 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3920,  21 ,  4 ,  0.0028 ,  0.0967 ,  0.0111 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3921,  77 ,  25 ,  0.0028 ,  0.0829 ,  0.0111 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3922,  331 ,  32 ,  0.0028 ,  0.0840 ,  0.0112 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3923,  65 ,  14 ,  0.0028 ,  0.0691 ,  0.0111 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3924,  93 ,  13 ,  0.0028 ,  0.0691 ,  0.0111 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3925,  34 ,  10 ,  0.0028 ,  0.0553 ,  0.0111 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3926,  215 ,  38 ,  0.0028 ,  0.0553 ,  0.0111 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3927,  56 ,  9 ,  0.0028 ,  0.0476 ,  0.0112 ,  17 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3928,  42 ,  7 ,  0.0028 ,  0.0420 ,  0.0112 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3929,  29 ,  8 ,  0.0028 ,  0.1260 ,  0.0112 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3930,  12 ,  4 ,  0.0028 ,  0.1120 ,  0.0112 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3931,  90 ,  17 ,  0.0028 ,  0.0980 ,  0.0112 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3932,  69 ,  9 ,  0.0028 ,  0.0980 ,  0.0112 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3933,  94 ,  21 ,  0.0028 ,  0.0840 ,  0.0112 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3934,  35 ,  9 ,  0.0028 ,  0.0840 ,  0.0112 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3935,  172 ,  21 ,  0.0028 ,  0.0700 ,  0.0112 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3936,  18 ,  3 ,  0.0028 ,  0.0700 ,  0.0112 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3937,  54 ,  15 ,  0.0028 ,  0.0691 ,  0.0111 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3938,  65 ,  15 ,  0.0028 ,  0.0560 ,  0.0112 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3939,  147 ,  20 ,  0.0024 ,  0.0480 ,  0.0096 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3940,  48 ,#N/A,  0.0020 ,  0.0295 ,  0.0079 ,  15 ,  4 ,  4.63 ,  70.00 ,  110.00 ,  255.00 ,
,3941,  30 ,  4 ,  0.0028 ,  0.0420 ,  0.0112 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3942,  56 ,  15 ,  0.0028 ,  0.0420 ,  0.0112 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3943,  50 ,  8 ,  0.0024 ,  0.0238 ,  0.0095 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3944,  36 ,  8 ,  0.0030 ,  0.0300 ,  0.0120 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3945,  12 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  4.95 ,  78.00 ,  120.00 ,  240.00 ,
,3946,  13 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  5.25 ,  78.00 ,  120.00 ,  240.00 ,
,3947,  7 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3948,  49 ,  9 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3949,  58 ,  7 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3950,  53 ,  4 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3951,  42 ,  6 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3952,  20 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  5.00 ,  78.00 ,  120.00 ,  240.00 ,
,3953,  5 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  5.85 ,  78.00 ,  120.00 ,  240.00 ,
,3954,  23 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  5.17 ,  78.00 ,  120.00 ,  240.00 ,
,3955,  3 ,  2 ,  0.0029 ,  0.0435 ,  0.0116 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3956,  35 ,  14 ,  0.0024 ,  0.0240 ,  0.0096 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3957,  1 ,  2 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3958,  16 ,  3 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3959,  55 ,  13 ,  0.0029 ,  0.0290 ,  0.0116 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3960,  10 ,  3 ,  0.0029 ,  0.0293 ,  0.0117 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3961,  36 ,  6 ,  0.0029 ,  0.0232 ,  0.0116 ,  8 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3962,  20 ,  6 ,  0.0029 ,  0.0234 ,  0.0117 ,  8 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3963,  34 ,  6 ,  0.0029 ,  0.0234 ,  0.0117 ,  8 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3964,  16 ,#N/A,  0.0022 ,  0.0134 ,  0.0090 ,  6 ,  4 ,  4.72 ,  78.00 ,  120.00 ,  240.00 ,
,3965,  33 ,  9 ,  0.0029 ,  0.0176 ,  0.0117 ,  6 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3966,  8 ,  3 ,  0.0029 ,  0.5850 ,  0.0117 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3967,  5 ,  2 ,  0.0029 ,  0.3480 ,  0.0116 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3968,  7 ,  2 ,  0.0029 ,  0.2900 ,  0.0116 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3969,  29 ,  7 ,  0.0029 ,  0.2610 ,  0.0116 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3970,  22 ,  50 ,  0.0029 ,  0.2340 ,  0.0117 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3971,  28 ,  9 ,  0.0029 ,  0.2194 ,  0.0117 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3972,  5 ,  2 ,  0.0029 ,  0.2048 ,  0.0117 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3973,  11 ,  2 ,  0.0029 ,  0.1885 ,  0.0116 ,  65 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3974,  14 ,  2 ,  0.0029 ,  0.1595 ,  0.0116 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3975,  2 ,  1 ,  0.0029 ,  0.2633 ,  0.0117 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3976,  4 ,#N/A,#N/A,#N/A,#N/A,  50 ,  4 ,  5.30 ,#N/A,#N/A,#N/A,
,3977,  2 ,#N/A,#N/A,#N/A,#N/A,  40 ,  4 ,  4.90 ,#N/A,#N/A,#N/A,
,3978,  2 ,#N/A,#N/A,#N/A,#N/A,  35 ,  4 ,  5.13 ,#N/A,#N/A,#N/A,
,3979,  5 ,#N/A,#N/A,#N/A,#N/A,  30 ,  4 ,  4.95 ,#N/A,#N/A,#N/A,
,3980,  2 ,#N/A,#N/A,#N/A,#N/A,  25 ,  4 ,  4.87 ,#N/A,#N/A,#N/A,
,3981,  4 ,#N/A,#N/A,#N/A,#N/A,  25 ,  4 ,  5.30 ,#N/A,#N/A,#N/A,
,3982,  60 ,  13 ,  0.0029 ,  0.1463 ,  0.0117 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3983,  7 ,  1 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3984,  1 ,#N/A,  -   ,  -   ,  -   ,  45 ,  4 ,  6.00 ,#N/A,#N/A,#N/A,
,3985,  11 ,#N/A,  -   ,  -   ,  -   ,  45 ,  4 ,  6.00 ,#N/A,#N/A,#N/A,
,3986,  18 ,  4 ,  0.0029 ,  0.1024 ,  0.0117 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3987,  9 ,  1 ,  0.0024 ,  0.3120 ,  0.0096 ,  130 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3988,  1 ,#N/A,  0.0020 ,  0.2356 ,  0.0079 ,  120 ,  4 ,  4.62 ,  70.00 ,  110.00 ,  255.00 ,
,3989,  78 ,  8 ,  0.0024 ,  0.2880 ,  0.0096 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3990,  51 ,  11 ,  0.0024 ,  0.2379 ,  0.0095 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3991,  210 ,  29 ,  0.0024 ,  0.2160 ,  0.0096 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3992,  30 ,  5 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3993,  168 ,  28 ,  0.0024 ,  0.1785 ,  0.0095 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3994,  27 ,  4 ,  0.0024 ,  0.1666 ,  0.0095 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3995,  120 ,  14 ,  0.0024 ,  0.1428 ,  0.0095 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3996,  15 ,  2 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3997,  42 ,  8 ,  0.0024 ,  0.1320 ,  0.0096 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3998,  9 ,  1 ,  0.0024 ,  0.1200 ,  0.0096 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,3999,  23 ,  4 ,  0.0024 ,  0.1200 ,  0.0096 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4000,  34 ,  4 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4001,  12 ,  3 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4002,  16 ,#N/A,  0.0020 ,  0.0687 ,  0.0079 ,  35 ,  4 ,  4.63 ,  70.00 ,  110.00 ,  255.00 ,
,4003,  15 ,  2 ,  0.0024 ,  0.0720 ,  0.0096 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4004,  6 ,  2 ,  0.0024 ,  0.0720 ,  0.0096 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4005,  11 ,  6 ,  0.0024 ,  0.0600 ,  0.0096 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4006,  50 ,  10 ,  0.0032 ,  1.4080 ,  0.0128 ,  440 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4007,  90 ,  15 ,  0.0032 ,  1.2800 ,  0.0128 ,  400 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4008,  160 ,  28 ,  0.0032 ,  1.1520 ,  0.0128 ,  360 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4009,  70 ,  18 ,  0.0032 ,  1.0560 ,  0.0128 ,  330 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4010,  429 ,  58 ,  0.0032 ,  1.0259 ,  0.0128 ,  320 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4011,  91 ,#N/A,  0.0037 ,  1.0788 ,  0.0149 ,  290 ,  4 ,  5.00 ,  120.00 ,  125.00 ,  248.00 ,
,4012,  339 ,  49 ,  0.0032 ,  0.8977 ,  0.0128 ,  280 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4013,  44 ,#N/A,  0.0028 ,  0.5580 ,  0.0112 ,  200 ,  4 ,  3.75 ,  90.00 ,  125.00 ,  248.00 ,
,4014,  251 ,  30 ,  0.0032 ,  0.7694 ,  0.0128 ,  240 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4015,  49 ,  8 ,  0.0032 ,  0.7040 ,  0.0128 ,  220 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4016,  130 ,  19 ,  0.0032 ,  0.7040 ,  0.0128 ,  220 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4017,  252 ,  30 ,  0.0032 ,  0.5130 ,  0.0128 ,  160 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4018,  44 ,  9 ,  0.0032 ,  0.5130 ,  0.0128 ,  160 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4019,  51 ,  13 ,  0.0032 ,  0.3840 ,  0.0128 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4020,  46 ,  8 ,  0.0032 ,  0.8640 ,  0.0128 ,  270 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4021,  59 ,  24 ,  0.0007 ,  0.1680 ,  0.0028 ,  240 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4022,  268 ,  14 ,  0.0007 ,  0.1610 ,  0.0028 ,  230 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4023,  43 ,  8 ,  0.0042 ,  0.8400 ,  0.0168 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4024,  121 ,  30 ,  0.0007 ,  0.1365 ,  0.0028 ,  195 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4025,  172 ,  15 ,  0.0034 ,  0.5780 ,  0.0136 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4026,  218 ,  42 ,  0.0041 ,  0.6970 ,  0.0164 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4027,  198 ,  22 ,  0.0032 ,  0.4809 ,  0.0128 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4028,  333 ,  60 ,  0.0044 ,  0.6600 ,  0.0176 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4029,  103 ,  22 ,  0.0032 ,  0.4480 ,  0.0128 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4030,  218 ,  32 ,  0.0032 ,  0.4320 ,  0.0128 ,  135 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4031,  424 ,  56 ,  0.0032 ,  0.3520 ,  0.0128 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4032,  172 ,  25 ,  0.0032 ,  0.3206 ,  0.0128 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4033,  264 ,  44 ,  0.0032 ,  0.3206 ,  0.0128 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4034,  106 ,  26 ,  0.0032 ,  0.3046 ,  0.0128 ,  95 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4035,  150 ,  41 ,  0.0032 ,  0.2885 ,  0.0128 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4036,  122 ,  31 ,  0.0032 ,  0.2560 ,  0.0128 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,
,4037,  112 ,#N/A,  0.0028 ,  0.1953 ,  0.0112 ,  70 ,  4 ,  4.87 ,  90.00 ,  125.00 ,  248.00 ,
,4038,  53 ,  8 ,  0.0032 ,  0.4800 ,  0.0128 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,
